#{"t_start": 1714994727.5328975, "env_id": "None"}
r,l,t
27.227174,159,36.605649
11.274445,131,36.697893
16.08066,147,36.838926
21.571655,146,36.941013
7.74855,120,37.023042
21.659959,155,37.127526
20.488984,149,37.229721
8.898489,121,37.314833
16.244185,143,37.412931
8.58641,122,37.499367
21.799267,142,38.517013
28.067511,140,38.616842
17.399175,151,38.725342
15.450619,134,38.820294
24.854746,163,38.939746
26.315411,141,39.037037
25.441571,161,39.1479
27.089953,176,39.270529
19.895169,160,39.379906
39.568574,191,39.50941
18.922502,154,39.615651
9.659682,120,39.699957
10.793359,126,39.787344
8.050253,120,39.878562
20.742536,156,40.941834
16.901507,151,41.051796
22.37601,157,41.161994
28.449248,145,41.26256
5.608725,114,41.338797
2.121366,100,41.406614
14.988125,136,41.500001
18.98174,148,41.599231
25.40338,148,41.699175
15.37239,146,41.798509
8.199253,124,41.88404
13.308708,137,41.985056
7.038095,118,42.069601
16.284092,147,42.172977
21.911198,156,42.281223
11.119201,132,43.302176
16.843419,145,43.40405
22.033082,153,43.508656
27.592815,169,43.627119
20.411114,151,43.736698
34.791275,156,43.845772
1.163858,96,43.911951
3.951207,106,43.984097
7.090301,117,44.065972
13.622274,140,44.163659
14.955964,143,44.271404
18.229074,150,44.374954
5.747527,112,44.451916
4.498774,108,44.524438
18.080466,149,44.624647
15.884289,147,46.29145
3.609342,104,46.364568
14.967114,135,46.464372
29.272252,149,46.570832
27.964093,141,46.670519
18.504072,151,46.777072
32.044429,169,46.898458
18.423564,146,46.999243
16.884331,144,47.09791
18.070105,146,47.197026
16.11424,151,47.298841
15.260703,136,47.394682
11.973965,134,47.488325
16.179153,142,47.58476
16.346014,147,48.662591
13.134753,140,48.764442
18.051079,147,48.868127
22.181153,155,48.97504
15.911441,144,49.074979
3.271536,105,49.147933
12.889449,132,49.239965
16.14347,146,49.339293
16.416402,145,49.43855
11.155655,130,49.527051
16.59696,150,49.629524
13.397482,140,49.730672
32.429313,186,49.859157
16.538284,148,49.960975
9.76544,126,50.049645
21.14332,158,51.056128
21.869479,157,51.165279
12.764186,128,51.253932
27.582626,161,51.363941
15.467758,145,51.464427
21.300887,150,51.568899
20.660162,162,51.683503
10.98093,130,51.773673
14.366961,143,51.878963
21.194615,161,51.991359
15.385599,136,52.086082
15.632396,140,52.183819
28.471459,166,52.303007
7.709059,117,52.385701
32.021075,178,53.445154
32.481621,168,53.561129
14.148161,142,53.658854
25.049568,162,53.778303
17.397437,145,53.879347
22.982829,172,54.004204
19.884007,152,54.112013
12.223817,135,54.20704
12.778007,138,54.301347
14.187039,144,54.399733
7.658182,118,54.480697
30.739471,187,54.611888
29.529224,144,54.714718
22.740595,169,55.713378
16.629162,143,55.812639
23.825,154,55.917172
25.329406,159,56.02842
19.101882,152,56.133481
18.547827,144,56.237278
11.243396,131,56.32952
14.923833,146,56.427413
15.997707,143,56.525526
25.699447,142,56.62208
21.996771,149,56.726052
24.372506,166,56.843697
10.776195,130,56.938279
17.950421,146,57.039106
18.487036,160,58.05647
15.784416,144,58.156271
15.06819,139,58.252913
14.982428,151,58.360227
17.33123,145,58.46026
16.444386,139,58.557871
23.472592,144,58.658027
13.587718,141,58.760579
14.554734,144,58.860547
14.11488,140,58.95567
1.973062,99,59.0229
6.133668,114,59.10173
22.170988,139,59.199762
17.582523,160,59.311747
13.062942,132,60.376425
12.197092,134,60.473459
16.991697,143,60.574063
35.205095,181,60.701632
21.56236,156,60.808129
10.874114,133,60.902293
24.014402,160,61.014577
24.328112,165,61.12728
21.66996,129,61.216434
29.054597,169,61.332798
17.363784,146,61.431887
13.891411,141,61.53335
16.376747,152,61.639844
26.522915,163,61.753341
19.846765,161,62.73595
17.010823,144,62.838257
0.463785,94,62.904366
17.968685,152,63.014358
5.888035,113,63.093339
19.962892,157,63.202023
15.435622,149,63.304495
10.110453,129,63.391405
20.174687,157,63.499191
24.22296,169,63.618539
25.58196,161,63.734607
26.710959,154,63.843949
16.923972,149,63.948694
24.122074,171,64.067197
19.537484,150,65.102324
26.660796,154,65.210542
9.874332,125,65.296912
26.871905,183,65.424994
22.659734,160,65.537676
16.427257,136,65.632746
16.383433,148,65.736472
6.538981,113,65.819699
6.629432,113,65.898536
17.657856,140,65.9985
22.478376,160,66.11008
22.798853,161,66.223287
7.191747,120,66.307742
17.11086,153,66.41445
12.538001,135,67.472038
13.649744,141,67.56977
16.641147,147,67.672698
18.575677,151,67.776967
17.441539,155,67.887332
26.35033,167,68.006008
19.6306,160,68.117242
12.046239,134,68.207385
27.170586,172,68.325068
20.208929,150,68.427269
17.024752,147,68.527701
9.608431,124,68.611825
25.713842,157,68.723802
32.862737,186,68.854969
12.519805,132,69.826586
18.80282,164,69.945149
22.262271,143,70.048898
19.798799,146,70.151996
16.530313,147,70.254599
22.175736,164,70.368592
13.149652,143,70.465349
15.932206,149,70.569685
16.415732,155,70.674401
18.323999,155,70.778965
6.346245,113,70.859737
10.849452,131,70.950525
3.818073,108,71.026462
7.562492,118,71.111627
16.586959,139,72.772522
13.196707,146,72.871032
29.678522,176,72.996948
10.932662,132,73.08817
17.610789,153,73.19177
-0.891711,89,73.251795
8.197699,121,73.338254
40.543933,183,73.466151
19.940944,150,73.568695
20.170247,151,73.673271
28.344744,155,73.783992
27.355935,171,73.903872
19.069197,153,74.009932
18.030003,153,74.11637
28.062385,167,75.160017
5.929524,113,75.23983
21.880802,155,75.347028
21.692347,159,75.458866
21.598714,159,75.571118
10.907387,132,75.662297
11.852734,133,75.755582
18.241842,154,75.860231
33.623632,159,75.968902
22.289125,159,76.077185
22.291955,154,76.182961
9.472855,124,76.270283
16.082635,139,76.367096
14.103571,145,76.467158
26.931591,163,77.638683
15.386226,145,77.748366
29.757469,175,77.876309
13.179258,138,77.985544
24.793383,164,78.099734
17.767813,151,78.20577
18.989551,154,78.315906
14.040174,141,78.410869
11.887711,132,78.50114
24.341103,162,78.616835
22.878419,160,78.73881
15.754893,149,78.841128
24.118531,162,78.951247
18.717137,154,79.963859
6.990794,116,80.044696
13.03716,137,80.139907
28.688603,173,80.259945
11.545263,134,80.353634
31.275528,182,80.477206
9.348767,129,80.565995
39.724667,181,80.690627
21.763302,149,80.796849
19.017431,148,80.901024
5.200587,111,80.982576
19.747114,158,81.092397
17.334534,154,81.199528
24.539851,144,81.298453
24.770606,168,82.290478
13.746846,132,82.381254
30.160374,171,82.497014
3.464047,104,82.56972
18.785766,144,82.668673
12.764181,135,82.76132
9.955978,124,82.84626
13.192084,142,82.956409
23.804279,133,83.049573
29.9815,163,83.159986
13.729179,140,83.254625
10.152774,122,83.340118
17.592842,148,83.444503
19.594112,152,83.551135
12.284724,134,83.644699
27.916847,164,84.649564
13.377704,133,84.743629
11.433401,135,84.836878
20.938697,153,84.944141
31.645778,148,85.045219
19.916766,161,85.173306
17.8259,147,85.274592
20.262844,153,85.380772
17.107365,153,85.488084
12.746876,141,85.585039
19.310372,154,85.691444
12.41484,134,85.783984
21.822046,155,85.888152
6.874129,118,85.969678
13.376737,133,86.997063
8.509864,120,87.080774
15.565338,142,87.178919
3.52936,102,87.253117
10.687624,129,87.342233
21.707283,155,87.450292
23.599358,174,87.570661
22.937722,171,87.685296
7.394053,117,87.763883
11.534522,123,87.848365
23.937128,156,87.956269
14.21426,137,88.051971
24.84576,157,88.162138
37.031169,185,88.29206
7.140249,116,89.401491
19.285888,166,89.518131
23.578936,146,89.619442
23.941645,165,89.733856
20.89128,164,89.847463
25.221182,170,89.971515
19.264542,165,90.087757
16.323679,141,90.187184
31.340919,163,90.300374
14.054568,147,90.403777
16.660166,152,90.511053
22.765393,160,90.618831
13.657924,145,90.717285
14.862183,137,91.683079
15.657601,143,91.782616
11.481115,135,91.877401
25.043112,170,91.995345
17.057693,151,92.098899
12.002556,131,92.190586
15.459418,140,92.289071
19.778042,154,92.395003
25.815619,161,92.507795
26.783329,155,92.617643
18.142194,143,92.716068
12.756795,133,92.808538
14.562115,140,92.905198
26.359779,185,93.034826
15.39739,145,94.05198
12.7126,137,94.147161
10.304192,127,94.236295
23.19457,157,94.346215
6.787253,117,94.428284
21.742668,153,94.534517
15.069628,143,94.635004
28.849477,177,94.762585
14.491111,142,94.862015
2.396817,100,94.930552
17.980657,152,95.033051
18.238176,152,95.136769
21.245079,162,95.25012
19.255471,154,95.356112
12.318313,133,96.370469
11.298996,133,96.460129
4.548396,108,96.532948
23.495037,148,96.633435
8.315593,122,96.71844
5.069549,111,96.793253
20.594182,150,96.899912
24.532941,165,97.016033
14.837658,141,97.113328
17.727036,153,97.220837
28.331829,172,97.340471
19.075454,149,97.442008
5.843465,113,97.521582
17.781384,153,97.628763
15.518674,136,97.722338
16.996407,151,98.746005
22.890208,159,98.856702
12.927491,140,98.960048
26.513666,181,99.087759
26.96041,159,99.198901
24.705338,164,99.314051
20.417077,152,99.419219
7.47515,117,99.501246
21.151883,126,99.589607
19.552031,152,99.695694
17.201283,139,99.790624
27.583671,159,99.901627
27.218141,145,100.000182
8.301758,125,100.100972
28.723744,161,101.133218
29.596769,173,101.25804
6.164324,115,101.338067
23.544244,169,101.451347
18.541388,162,101.563622
22.550437,148,101.664316
28.910038,167,101.779329
3.933607,105,101.852748
28.749529,176,101.981449
16.532347,136,102.076232
10.374084,125,102.164188
15.959149,142,102.267668
23.59842,163,102.381291
18.583971,150,102.485857
24.282573,159,103.518792
22.17612,131,103.610112
18.245996,147,103.718445
15.616623,149,103.822208
13.93348,143,103.922409
25.406599,154,104.028073
12.651836,135,104.119349
13.506753,141,104.214769
26.660375,169,104.331132
21.354217,172,104.457334
17.054537,153,104.563324
10.710132,131,104.653387
25.312656,160,104.76593
20.502595,153,105.804875
27.737715,167,105.922345
9.179581,122,106.007992
22.639272,157,106.117503
25.306087,168,106.233618
20.721949,154,106.340638
27.386197,181,106.464888
19.844793,152,106.573157
21.706362,160,106.683556
9.652333,128,106.76957
18.469281,146,106.86734
4.016547,107,106.943987
22.028105,158,107.052382
26.93104,157,107.161576
19.366801,151,108.78945
17.897475,153,108.894786
18.221442,153,109.008886
6.666814,115,109.089875
19.276148,157,109.199455
13.706694,138,109.295255
18.748319,147,109.396819
11.578707,132,109.487472
22.32119,162,109.597435
24.236365,165,109.712037
17.79475,141,109.810417
12.321548,137,109.906626
9.604855,126,109.996064
15.176163,143,110.093976
27.205507,162,111.661951
12.559242,137,111.755766
7.246634,117,111.837915
13.447152,136,111.931993
5.885267,112,112.010939
14.5614,152,112.115344
16.265751,139,112.214553
4.40167,108,112.288781
12.641702,135,112.382319
21.819233,161,112.493753
14.994612,148,112.595936
24.866308,167,112.70876
27.653231,162,112.823193
21.595466,163,112.937222
12.743822,135,113.030289
14.97509,149,114.055998
19.126912,150,114.165012
19.463925,150,114.270887
27.150217,172,114.391303
26.29014,162,114.504374
4.113528,108,114.579399
17.057229,139,114.676085
28.661614,182,114.801946
17.12333,147,114.901755
19.332509,157,115.008833
26.861789,153,115.116099
16.857945,143,115.215291
17.567388,143,115.31476
28.532556,173,116.392836
21.706477,149,116.496792
12.985323,134,116.589851
3.139557,102,116.659733
9.575982,126,116.747279
24.162914,139,116.843212
15.236828,134,116.940477
14.492496,142,117.051544
19.398307,149,117.152879
20.579774,163,117.266068
18.658363,151,117.368594
29.081466,163,117.485872
16.397505,144,117.586097
13.939324,142,117.684542
20.682477,149,119.199367
10.809359,131,119.296492
27.800522,163,119.412415
18.101426,142,119.511452
13.12997,133,119.60976
12.809629,144,119.709119
9.991267,125,119.795454
8.848878,126,119.880874
20.889119,156,119.99196
16.026871,148,120.091188
8.608304,122,120.172926
24.542578,163,120.285857
21.663804,155,120.392071
20.067784,155,120.499238
6.67533,120,120.582231
22.858553,155,121.690718
18.144969,145,121.798951
12.264793,134,121.893559
19.908365,164,122.003922
21.935662,163,122.116639
8.129115,121,122.197747
15.196961,138,122.293747
8.188639,121,122.377887
33.809912,180,122.501076
14.704669,141,122.596428
15.650278,148,122.697484
11.276544,129,122.78921
4.853722,107,122.865399
24.861207,160,122.986726
5.554697,113,124.049584
14.470477,144,124.151833
14.735422,146,124.252253
14.216079,142,124.35052
12.362343,139,124.447041
8.835992,122,124.531007
16.086341,148,124.631391
18.209307,156,124.741198
18.661422,147,124.84395
20.229216,162,124.957362
4.410827,106,125.031487
16.605429,143,125.130517
17.443598,143,125.229192
14.845189,134,125.322196
9.281994,127,125.410583
21.384302,155,126.457803
7.529761,118,126.541324
27.538633,157,126.650515
24.037077,163,126.762486
19.107367,144,126.861673
19.399705,146,126.961561
15.75679,150,127.069429
30.612234,173,127.188703
16.854632,152,127.295334
11.654191,133,127.385149
26.33509,170,127.502412
20.792355,154,127.610726
11.554098,132,127.701292
29.152127,173,128.814013
15.222385,139,128.908771
4.247734,106,128.986879
34.901591,177,129.110222
10.252079,131,129.200725
26.22033,156,129.311062
23.983307,172,129.429655
3.992333,105,129.500874
21.991796,156,129.606901
13.487109,137,129.701448
26.225589,169,129.817048
14.553044,145,129.916734
5.881697,113,129.99756
27.211454,140,130.09475
24.936979,174,130.214473
6.914496,117,131.31592
15.516395,149,131.420619
32.856401,195,131.553823
24.09017,143,131.653119
25.858978,167,131.766055
19.006011,147,131.865697
31.501594,166,131.986011
4.346313,105,132.057771
30.757944,154,132.163261
23.685565,169,132.278536
32.11573,197,132.413156
13.34933,140,132.507345
17.016845,150,132.611789
20.2735,161,133.662057
18.804983,150,133.777979
22.011492,146,133.87927
17.87094,149,133.981097
25.487968,155,134.086695
19.759458,148,134.188854
16.12711,148,134.290504
14.677692,146,134.387879
11.760142,133,134.476916
28.277924,151,134.579385
12.11563,141,134.67422
30.48278,164,134.795519
25.078583,156,134.901064
21.464924,158,135.015544
10.073337,127,136.772892
5.961732,113,136.855968
23.433263,172,136.972509
8.886307,121,137.053565
18.438117,149,137.153983
27.085094,152,137.258083
10.600335,128,137.348914
31.9294,177,137.470575
30.49277,159,137.577786
5.350944,112,137.654366
17.069547,151,137.758241
29.394727,166,137.875183
10.372085,133,137.980979
27.482139,144,138.081877
16.251828,147,139.06112
7.587328,118,139.143986
15.194832,142,139.24704
15.305194,140,139.344971
3.956212,108,139.419232
15.553615,143,139.514626
3.581655,105,139.58757
19.108467,148,139.689901
23.774416,157,139.79829
23.323749,146,139.89577
18.801394,151,139.996562
23.366643,166,140.111393
19.597278,158,140.217365
7.315284,119,140.299968
26.382741,165,141.330137
19.855439,157,141.441725
12.512422,132,141.533259
18.968277,153,141.639098
17.458886,151,141.742291
31.273352,185,141.866855
26.809117,155,141.972973
15.311233,147,142.07238
20.00252,152,142.175443
13.281237,134,142.265831
17.143332,152,142.373324
18.744684,157,142.490944
26.432984,173,142.609766
26.860069,159,142.719413
26.991899,167,143.75302
27.601643,170,143.872865
26.566532,170,143.997622
28.456575,163,144.110693
30.859906,187,144.239677
29.671521,182,144.364236
24.274109,146,144.464651
21.288005,163,144.588037
24.440825,170,144.708723
19.746939,158,144.8195
24.061341,160,144.930676
43.698337,233,145.093965
8.349561,122,146.062028
19.91464,156,146.16985
15.863326,148,146.273174
30.344985,175,146.394638
7.837239,122,146.475793
14.637499,144,146.572913
16.616822,139,146.667969
10.929802,126,146.760696
28.409019,170,146.878652
18.096638,142,146.980487
26.023524,166,147.097461
18.964929,157,147.206812
15.115777,152,147.314159
15.075492,141,147.412374
23.474648,154,148.952034
13.236615,138,149.049514
23.073396,162,149.165082
15.045314,147,149.269335
32.042132,162,149.380105
22.241815,161,149.489892
21.38469,174,149.608478
19.103073,166,149.721312
24.353678,159,149.829084
27.238801,168,149.955373
8.71593,122,150.044033
11.664062,130,150.133884
26.985786,161,150.244887
24.319846,165,151.248572
21.202395,154,151.356847
37.163572,190,151.492902
26.175478,170,151.610072
30.602152,159,151.721875
18.561165,155,151.829676
17.361615,143,151.928468
6.385011,116,152.008554
8.494982,121,152.090623
44.504315,211,152.235629
21.239405,165,152.350251
28.541846,180,152.474667
21.062622,163,152.587955
37.710243,209,153.919209
20.712232,165,154.038317
26.572854,152,154.144527
16.271758,145,154.24299
11.714991,134,154.344675
27.974777,174,154.463919
21.484823,160,154.573827
17.992713,153,154.679003
29.072807,176,154.798276
15.100147,148,154.899829
19.989532,162,155.012094
19.03595,157,155.12259
11.369478,136,156.1137
30.18774,176,156.236036
9.944398,125,156.323232
20.177654,156,156.427863
30.099651,171,156.547065
34.679044,175,156.665691
8.308169,119,156.745745
19.247999,159,156.855239
17.955784,147,156.955679
27.523067,170,157.071535
24.164857,160,157.179342
28.232691,177,157.303073
12.686901,135,157.395173
17.234335,153,157.499717
28.541171,147,158.625961
31.71157,190,158.768919
25.173497,172,158.888163
4.623076,108,158.973485
29.079144,167,159.090871
15.197661,146,159.194625
3.403044,105,159.267703
10.758785,128,159.360721
13.958791,147,159.461974
25.220531,169,159.580645
35.685252,211,159.734353
19.775408,154,159.842269
27.006556,168,159.959037
23.043755,164,160.965929
11.071674,130,161.057551
4.822294,108,161.137694
21.92132,144,161.238096
22.555195,148,161.341849
13.913892,141,161.437711
18.616628,158,161.546471
17.043971,145,161.646213
20.905596,157,161.754676
11.755873,130,161.844579
21.993853,154,161.966726
20.248782,159,162.077855
26.9623,173,162.197935
30.825847,189,163.23069
29.540131,162,163.348843
30.79905,173,163.472029
27.151696,172,163.604442
16.033848,152,163.724058
26.22333,168,163.844619
26.460374,171,163.964819
15.760995,137,164.059827
19.639556,165,164.18024
25.671888,145,164.281154
13.85916,138,164.374109
38.739831,172,164.491001
26.959861,170,164.608963
35.145709,196,166.114824
17.783414,147,166.215285
33.633043,194,166.358702
36.320597,174,166.480875
18.251008,156,166.587699
22.157119,172,166.703912
20.573236,154,166.808321
11.006497,130,166.898015
24.988252,170,167.013166
25.195101,160,167.123021
2.81596,102,167.194412
41.905353,195,167.331682
17.359293,136,167.424953
24.854932,167,168.654994
32.604419,192,168.80146
25.472715,176,168.936444
26.432332,144,169.036089
16.023148,150,169.138219
26.126009,158,169.249538
35.935665,183,169.375456
12.417373,128,169.46592
31.119164,177,169.588192
26.698054,151,169.690784
17.507143,143,169.790698
25.732294,172,169.910496
28.926352,151,170.015325
6.869529,118,171.696167
5.946281,111,171.772395
32.925864,178,171.896709
33.589266,189,172.02462
18.896092,159,172.135454
35.248803,183,172.263323
18.918765,150,172.367521
24.697868,165,172.479975
30.363517,184,172.605809
24.317773,160,172.714064
23.732027,167,172.830674
33.196107,196,172.972999
28.718434,165,174.175016
36.182657,166,174.296933
22.855715,160,174.406676
31.580748,175,174.527961
29.057034,159,174.638476
16.206885,150,174.744231
16.964328,151,174.849139
-0.559692,92,174.913348
22.251906,131,175.004773
25.850611,168,175.129894
18.39818,154,175.233839
23.427445,165,175.34815
28.226977,150,175.452832
15.523063,146,175.554204
12.306306,134,176.609014
31.233007,161,176.72014
21.487514,155,176.82441
24.344914,171,176.94328
26.172306,173,177.067458
15.772399,137,177.164353
32.269154,160,177.275859
24.354068,144,177.37553
20.272084,154,177.481098
24.566922,173,177.597832
30.287929,163,177.710037
20.238817,159,177.815634
16.528458,141,177.909541
25.398222,166,179.191718
11.351128,130,179.287371
30.382035,163,179.399672
28.815579,157,179.508873
23.94926,172,179.626671
14.947331,140,179.721455
35.178076,186,179.846455
26.463015,169,179.962757
17.864443,153,180.072937
14.980794,143,180.169329
32.218633,171,180.284672
31.892936,189,180.416267
30.593363,181,181.423726
30.47615,149,181.526522
19.220553,158,181.642277
34.23171,194,181.777482
17.608242,147,181.878459
7.829209,120,181.959686
18.900843,158,182.067839
34.881103,183,182.194596
18.947198,157,182.302772
23.868926,174,182.420326
17.411556,146,182.521139
34.817474,189,182.652768
34.949509,160,182.759975
27.981153,167,184.211143
27.936817,164,184.326058
23.578083,168,184.447836
28.210854,155,184.553232
18.717393,153,184.657938
29.690738,155,184.763359
23.299606,164,184.881723
31.444913,187,185.010788
30.223348,152,185.116856
31.999377,190,185.247223
6.396486,117,185.328819
23.572951,152,185.432497
28.042783,177,185.552732
34.381954,189,186.712007
33.57944,159,186.823778
29.905598,148,186.931831
15.395252,147,187.038689
36.182987,180,187.161001
20.539554,155,187.266991
32.648879,191,187.396005
20.296698,160,187.504414
32.003826,152,187.608513
31.759979,162,187.738081
19.9789,159,187.870548
24.536818,141,187.975305
27.640134,177,189.060174
19.54935,146,189.169903
26.364304,170,189.28945
39.106733,204,189.435097
28.15795,168,189.551846
17.339187,153,189.657485
24.887393,171,189.777339
26.702474,174,189.900522
8.818465,120,189.985451
33.046287,167,190.103404
18.228317,153,190.211321
35.546974,199,190.348206
19.452149,151,190.45001
26.567091,169,191.451868
30.080024,185,191.578624
32.08426,188,191.708121
33.966238,171,191.823812
36.921246,164,191.934131
35.248276,187,192.065728
18.057822,153,192.171899
36.172876,187,192.298572
37.631004,165,192.411124
19.105522,159,192.518554
28.667117,186,192.6426
10.517606,130,192.729311
28.141513,165,193.734892
34.11866,180,193.859697
25.877393,155,193.966532
33.130804,194,194.100178
25.213272,164,194.229294
32.412054,163,194.344769
34.247605,179,194.469668
29.824875,178,194.591143
30.280057,163,194.702756
2.468396,100,194.774082
34.325812,179,194.898406
26.312629,162,195.015283
31.034937,175,196.030745
25.393334,173,196.15338
26.379831,172,196.272746
26.465033,148,196.373931
26.335342,174,196.491611
30.543772,154,196.59843
23.523099,165,196.714835
39.584907,190,196.847364
37.95061,176,196.967054
22.575182,136,197.060596
19.586953,146,197.159739
24.391371,165,197.272916
16.137159,150,197.375116
26.289116,168,198.518186
44.405772,186,198.645485
20.282184,153,198.759464
27.889813,154,198.86829
27.451235,167,198.982712
26.858215,173,199.1035
47.277519,220,199.253938
36.014629,198,199.388705
26.379166,161,199.498354
34.598006,189,199.629093
26.335482,161,199.741854
34.333219,184,201.405368
29.785595,157,201.512639
26.205512,148,201.617473
24.592203,171,201.733504
32.844426,166,201.843884
28.077913,185,201.969393
17.286128,139,202.067576
31.379476,175,202.188318
34.739721,206,202.327437
8.234536,123,202.409267
32.320751,161,202.519208
37.099686,201,202.653847
28.586492,148,202.755386
21.428194,174,203.764738
38.922626,171,203.88434
21.438975,151,203.993807
32.06118,155,204.103695
31.96452,157,204.215257
27.611433,181,204.339092
28.096371,153,204.442793
27.69571,149,204.541527
29.58179,175,204.657634
27.140651,158,204.766347
28.055816,146,204.865946
31.302124,187,204.990742
29.980818,190,206.696374
19.873021,154,206.804286
26.139601,182,206.933311
33.7953,172,207.054978
31.594224,176,207.175666
22.821374,132,207.26409
23.216144,159,207.376079
28.997966,181,207.500512
