#{"t_start": 1714994727.5328975, "env_id": "None"}
r,l,t
15.01926,146,447.670174
49.650629,203,447.814754
50.394081,237,447.984227
48.811493,197,448.119505
26.518518,145,448.226516
27.976775,194,449.268986
31.835355,164,449.386301
31.180594,166,449.505268
20.441015,151,449.611867
40.056427,175,449.740818
51.277604,205,449.893946
45.034573,199,450.03445
23.387734,157,450.153839
37.995767,181,450.279623
45.734313,179,450.404787
56.007377,228,450.570774
22.54065,146,451.588961
44.656779,207,451.741804
62.039056,248,451.923153
36.945066,170,452.040717
38.826238,180,452.170027
43.4086,204,452.31627
52.782926,219,452.471776
55.649248,236,452.639086
48.851995,234,452.809929
64.605719,243,452.985292
55.197966,261,454.076527
38.671524,167,454.200101
55.891497,227,454.360843
45.79453,179,454.486958
32.408393,170,454.608507
41.979373,194,454.749951
60.212839,230,454.910303
41.518124,179,455.036971
48.622361,208,455.1904
42.582923,198,455.330417
52.087495,219,456.369997
40.702246,175,456.49437
55.730853,204,456.641543
37.340662,167,456.763853
44.448877,196,456.902361
7.440628,119,456.985671
21.874439,170,457.103306
64.707073,261,457.292792
46.522151,185,457.423167
41.040259,190,457.558241
54.078344,266,457.747105
18.581492,151,458.736565
28.979876,156,458.849182
15.716659,148,458.953506
45.702819,178,459.081445
27.063986,155,459.193294
41.386519,191,459.328637
22.744439,161,459.440403
50.06814,206,459.584856
40.731338,175,459.71099
34.669452,165,459.827477
11.589785,135,459.921933
39.188095,165,460.039072
57.25871,284,461.221602
43.591695,207,461.369784
28.01093,150,461.478755
38.329,174,461.602823
51.062209,204,461.750888
28.475856,154,461.859085
45.669787,177,461.982946
12.582593,139,462.084497
25.942555,168,462.212848
30.924987,170,462.333506
40.371016,171,462.453773
42.523073,186,463.520887
48.311496,212,463.677984
95.39583,351,463.932596
47.628265,187,464.068754
55.84884,258,464.255965
44.631312,217,464.405332
76.111675,287,464.610284
42.788848,222,464.771054
46.945115,188,464.902411
6.020008,114,465.936804
39.431676,186,466.070153
37.84924,174,466.197233
32.133093,172,466.319959
38.448563,170,466.440854
45.533495,184,466.571011
7.649542,121,466.658609
43.042885,178,466.790403
26.757604,159,466.90425
52.591398,215,467.058176
58.950633,219,467.216208
44.949758,207,467.36164
55.529507,247,468.472177
58.385815,262,468.65738
12.364441,140,468.761927
50.997554,214,468.91505
31.662135,162,469.033722
39.574544,182,469.164244
37.397274,178,469.289064
39.174236,171,469.411165
55.55113,204,469.556829
55.643912,264,469.748484
64.565031,296,470.930885
58.689415,256,471.121151
63.099337,264,471.31357
42.769083,204,471.458765
8.219842,122,471.546154
55.356433,244,471.723956
52.62451,240,471.894807
24.880438,156,472.006693
30.471694,175,472.131266
23.126807,167,473.180393
38.073086,175,473.307322
44.434063,184,473.437242
61.125017,262,473.620721
73.066434,292,473.835463
21.657876,150,473.942409
61.320599,277,474.145259
33.783925,175,474.277997
17.415449,140,474.378746
44.839229,193,474.515796
10.100767,128,474.60678
71.391756,263,475.775873
58.425129,217,475.933652
66.194348,237,476.10335
64.671794,295,476.313944
39.069368,204,476.457619
31.689538,179,476.582508
46.820418,204,476.728794
50.317346,240,476.900059
47.468246,204,477.049627
41.897818,184,478.05943
37.600162,180,478.18893
63.10597,281,478.385923
34.551637,150,478.489593
15.449836,146,478.594537
57.597218,202,478.742401
45.50895,239,478.911887
16.4866,144,479.012831
43.76276,180,479.142464
40.646647,185,479.278852
45.746786,191,479.413894
21.727315,170,480.763419
40.880238,177,480.908107
6.70013,115,480.996456
40.474598,176,481.123661
12.760868,141,481.230383
57.391676,254,481.411136
22.617406,149,481.516476
63.427262,288,481.722454
44.285472,242,481.898893
40.083576,184,482.030829
46.881893,209,483.071949
56.651386,260,483.26303
43.171382,188,483.395757
39.817392,199,483.536569
43.296135,180,483.665056
37.043,180,483.795324
44.82767,220,483.949127
51.505056,237,484.119378
49.240302,203,484.270171
33.88138,172,484.403807
52.505439,214,485.525872
52.713201,251,485.709439
28.113102,157,485.819231
27.164186,155,485.92901
31.632395,167,486.050516
15.987898,146,486.16043
12.220215,133,486.263221
42.129127,176,486.386815
58.18636,224,486.543188
44.804713,199,486.687302
47.596766,188,486.821021
25.94827,160,486.935451
34.132395,168,487.961495
36.990654,174,488.085755
32.310341,191,488.22598
19.601989,155,488.340312
54.647849,198,488.480458
39.661373,177,488.606385
32.9263,153,488.723122
45.378748,204,488.869287
34.869986,158,488.979789
40.35232,213,489.136616
27.980189,165,489.257667
7.104115,118,489.342633
61.964887,226,490.413679
36.930359,171,490.544028
53.887432,194,490.686424
61.470657,243,490.865571
44.336999,218,491.023443
34.730915,181,491.153578
36.386544,225,491.314551
12.493891,134,491.408538
48.250481,211,491.609917
34.043406,159,491.726346
6.939488,115,492.765465
49.965098,240,492.937025
44.613322,226,493.098177
42.203974,195,493.240426
46.152492,191,493.378794
21.620981,158,493.489086
9.375005,127,493.575797
43.752081,208,493.735345
41.098868,213,493.889729
104.925071,341,494.130466
41.397039,174,495.160979
46.284015,189,495.296972
29.979564,154,495.407855
53.15016,219,495.563928
63.768191,277,495.766646
29.038185,156,495.881422
32.654298,165,496.018847
59.938673,227,496.211591
14.290452,140,496.311272
49.577079,197,496.447549
51.208818,233,496.621488
13.285569,139,497.684889
46.165547,246,497.85985
62.4389,276,498.064105
42.293716,231,498.229416
31.721194,167,498.346535
48.292334,210,498.4931
26.540218,167,498.610464
50.093644,198,498.757438
43.143994,174,498.876263
9.513179,125,498.964782
45.520253,213,500.093314
17.758297,156,500.20942
40.272037,168,500.33042
46.563756,223,500.48993
45.596664,242,500.664553
54.469277,211,500.813568
51.891856,265,501.000314
19.674758,150,501.112496
52.958601,198,501.258129
44.634963,230,501.416602
12.255438,137,501.513083
23.468378,170,502.581827
49.66587,212,502.734431
20.853907,149,502.841823
46.554436,216,502.996629
17.763872,152,503.10459
52.047737,201,503.248713
35.970587,172,503.37374
25.626574,145,503.473866
31.78377,175,503.59605
49.79372,209,503.75295
9.480023,124,503.842657
54.483039,241,505.060092
51.555683,220,505.241483
44.193195,176,505.37807
51.892549,246,505.5611
58.529323,211,505.716297
17.051446,151,505.821518
37.178932,172,505.942001
52.065382,197,506.083143
53.779803,249,506.264279
7.114194,118,506.346182
40.556403,176,506.478154
33.605003,171,507.543565
33.766019,175,507.668703
46.670713,188,507.803885
28.957175,160,507.918138
63.549827,274,508.112941
27.267065,163,508.232423
43.546237,216,508.384859
33.538391,168,508.50193
30.7886,163,508.621498
41.198899,177,508.756624
46.501753,208,508.90244
11.281346,131,510.317867
9.146927,127,510.417245
47.304255,195,510.56507
45.674185,179,510.695284
37.53446,172,510.832995
45.020372,196,510.974607
41.80393,190,511.11008
47.405931,198,511.254586
45.06406,184,511.386069
29.266989,167,511.50538
41.586102,181,511.633425
53.51436,209,512.745821
36.203559,166,512.864194
44.418346,191,513.003991
42.658012,180,513.135594
47.135998,189,513.272536
45.618773,208,513.417186
49.457056,227,513.575501
56.214396,200,513.720242
64.539084,278,513.924337
39.350651,188,514.06922
2.378649,101,514.141446
52.096612,206,515.198687
17.960872,156,515.310236
54.890575,243,515.481154
56.174502,239,515.656558
51.17417,236,515.822446
49.200042,228,515.981882
36.853284,163,516.100859
58.833913,257,516.290838
54.397096,201,516.432374
31.785407,160,516.544155
33.95827,171,517.582813
47.923951,191,517.723381
36.319277,165,517.840219
62.179864,290,518.049185
34.696419,170,518.173602
12.166525,134,518.269866
47.540425,216,518.42377
92.691432,373,518.691188
47.473962,190,518.833855
38.721195,171,519.870009
51.621619,210,520.020128
37.871425,176,520.147017
51.792326,201,520.294902
55.647432,236,520.462512
22.169735,153,520.569146
34.894283,172,520.693672
33.471603,158,520.803022
10.117428,129,520.893123
11.590469,133,520.986966
51.230593,197,521.124494
8.457807,121,521.2147
26.16016,160,522.228394
45.184489,201,522.367326
43.051809,202,522.514391
36.541467,169,522.639261
51.093843,204,522.789595
30.726812,169,522.910921
41.127144,190,523.043373
38.823642,171,523.168465
38.072413,173,523.292462
29.727848,160,523.405778
78.407415,317,523.626288
38.175085,185,525.356189
48.106588,190,525.50513
37.92197,179,525.639689
42.419083,174,525.768368
54.711865,209,525.9265
41.411792,177,526.053858
47.844049,233,526.219152
47.653683,201,526.36742
54.925141,247,526.545016
34.518956,172,526.670642
43.902993,174,528.480636
50.591574,198,528.62418
32.505521,161,528.748104
49.966169,238,528.91783
48.160611,241,529.08607
43.235211,187,529.224826
49.458941,240,529.393528
32.483675,175,529.518442
48.835004,191,529.662844
19.271949,157,529.782098
49.297215,220,529.936417
31.051642,168,530.992634
32.97332,170,531.119228
59.503998,261,531.311259
45.695337,197,531.452435
63.55711,295,531.664429
47.994581,184,531.798003
46.2415,194,531.932106
43.731145,195,532.067537
53.536022,251,532.250521
57.852356,202,533.301613
13.005126,140,533.404013
17.30248,142,533.506246
52.328005,198,533.648746
40.866931,204,533.805223
49.83505,193,533.945545
25.768026,162,534.060179
40.154827,180,534.196581
46.300136,187,534.32779
50.013127,205,534.474859
37.134903,177,534.599787
35.900626,162,534.720046
22.766226,154,536.10266
35.204541,168,536.238957
44.881559,187,536.382908
20.383197,148,536.487272
17.363882,153,536.599214
46.364651,187,536.741245
51.899836,205,536.88414
39.200676,177,537.010003
38.460295,169,537.133839
65.081867,287,537.346608
48.137885,194,537.482401
56.574806,215,538.570697
42.207076,190,538.710507
35.081701,171,538.840662
43.874451,183,538.972509
41.529367,173,539.096488
42.609867,201,539.240505
40.98942,172,539.360875
65.581297,283,539.563604
53.305689,259,539.751457
64.841682,293,541.115386
45.951606,219,541.293181
45.05866,209,541.461752
47.200963,204,541.609278
52.975437,210,541.763735
23.873389,154,541.873471
44.420685,195,542.011945
35.472728,157,542.120764
43.101647,213,542.273614
50.653269,234,542.439885
56.242287,207,542.588509
60.204978,267,543.749143
28.287934,165,543.872141
44.541689,197,544.01191
45.597523,180,544.136163
32.993349,162,544.255781
26.397524,157,544.366361
44.615076,189,544.499308
46.315341,187,544.630751
26.811392,167,544.753232
31.448651,211,544.907907
46.839807,187,545.040439
51.768225,198,546.137649
40.515993,165,546.260771
49.795052,216,546.415753
51.553899,227,546.576632
70.888836,320,546.807116
23.140164,148,546.911747
51.672358,199,547.051859
34.819362,182,547.186352
54.900052,223,547.345298
61.875168,287,548.582983
47.479512,204,548.734757
40.653889,214,548.892598
54.194619,202,549.03731
40.569713,175,549.18365
52.196202,227,549.346083
31.418485,169,549.465463
44.303293,189,549.597397
48.293171,262,549.791867
6.791953,117,549.876279
50.037213,204,550.996366
44.347902,203,551.14184
38.942233,177,551.273541
65.768908,287,551.491528
46.475833,187,551.623816
52.789134,241,551.799122
42.619486,180,551.924124
41.894386,180,552.050508
51.405337,191,552.196495
50.643264,205,552.346929
46.080745,192,553.527339
46.657835,206,553.701174
42.751049,187,553.859171
43.776333,192,554.005455
39.696005,189,554.139311
38.997689,224,554.301207
42.518511,181,554.427281
24.703523,148,554.533166
52.379456,238,554.708188
48.518646,192,554.845433
53.813487,264,555.031153
49.496024,202,556.084237
24.412575,151,556.195823
54.228076,231,556.361984
55.792673,218,556.517347
26.137631,190,556.657316
43.550997,189,556.791605
33.449317,158,556.901042
31.458342,164,557.014122
46.793109,191,557.15196
30.202337,160,557.26891
40.526373,169,557.393919
44.479334,210,558.541293
38.276589,169,558.666187
51.429714,195,558.813575
32.910882,171,558.939333
48.654954,231,559.101853
47.329969,183,559.233948
43.470861,176,559.359248
44.797631,184,559.487298
62.223117,261,559.678
54.328348,203,559.823952
52.929021,219,561.474494
32.276834,202,561.623251
62.618465,236,561.791429
45.341908,175,561.913339
53.657457,196,562.049803
52.515335,190,562.189487
56.126505,220,562.346286
31.436734,160,562.45864
50.097754,248,562.633202
42.470427,171,562.757876
16.945399,150,563.777882
12.658246,136,563.87545
46.540852,184,564.006738
38.634949,167,564.131407
55.494693,243,564.308829
48.77152,241,564.483556
61.475973,211,564.633638
45.196167,196,564.776463
63.750366,244,564.950132
52.430713,195,565.088413
45.917792,181,565.22125
51.523365,195,566.262168
37.471918,163,566.378618
36.684279,170,566.495568
60.254133,254,566.687972
60.441639,232,566.849392
43.739537,197,566.986961
55.006897,231,567.173658
66.25645,288,567.378874
16.220902,146,567.482602
59.78733,244,568.637844
51.91385,196,568.79158
53.731831,212,568.943323
47.989988,190,569.080777
11.611072,132,569.17648
51.90125,201,569.31729
48.354518,187,569.449671
34.948662,217,569.60049
39.809591,165,569.722481
32.086972,163,569.842434
61.073019,280,570.041441
49.696141,230,571.125216
48.80004,204,571.273264
24.119971,147,571.380862
23.838795,153,571.489195
58.610014,208,571.636089
45.849211,183,571.768247
28.726366,150,571.887551
23.225365,178,572.017045
59.553864,278,572.218234
58.978188,230,572.383038
34.62676,172,573.423852
45.411209,175,573.546276
53.48518,251,573.728803
58.801605,286,573.937498
24.223293,154,574.047036
46.944763,216,574.202975
35.256009,156,574.310243
45.344043,179,574.434401
33.661732,179,574.560276
58.645205,221,574.721992
54.236235,222,575.793816
48.435409,226,575.956203
27.920818,156,576.068845
57.578141,266,576.273092
25.671344,186,576.407285
49.009936,186,576.540374
31.604582,163,576.656043
51.169897,265,576.842192
47.597549,216,576.995331
28.495203,149,577.101484
38.857321,179,577.236087
45.268822,186,578.236845
37.014334,165,578.357166
49.644334,196,578.498163
45.13783,200,578.642153
42.637143,190,578.784992
62.436018,278,578.979867
52.183714,239,579.152155
64.871608,256,579.33883
49.445105,207,579.486755
31.071789,157,579.598613
50.282199,193,581.290263
45.828974,195,581.434142
39.533491,181,581.568097
48.681567,206,581.720777
52.199903,198,581.861121
36.425286,161,581.973835
56.841415,208,582.125464
46.760716,204,582.276488
40.291598,169,582.396697
66.047459,245,582.57594
49.026494,210,583.605042
59.737971,286,583.82268
40.160856,175,583.947682
33.075905,167,584.069269
15.993864,150,584.177886
43.436434,182,584.303467
47.04136,191,584.435736
35.284717,166,584.5505
49.574989,231,584.720448
43.04721,176,584.846296
44.292299,175,584.971774
15.231648,144,586.024092
46.311899,182,586.157003
30.595306,156,586.269272
41.905243,176,586.395401
46.537173,196,586.533701
41.944933,180,586.663653
21.497157,142,586.763668
46.138112,197,586.911934
36.899715,165,587.025696
32.13187,155,587.136662
57.35282,229,587.304935
36.761929,162,587.420518
36.469082,166,588.453985
52.421966,219,588.609851
46.66253,181,588.745022
31.219701,163,588.867159
42.680552,176,588.99024
55.16861,197,589.131912
40.529922,196,589.272955
33.06383,163,589.386829
28.304512,151,589.496152
45.493502,192,589.635347
20.051622,167,589.758602
46.14907,186,590.863375
57.362445,261,591.050306
52.127266,196,591.199302
46.579943,208,591.358047
43.822546,178,591.49435
55.033559,240,591.669063
55.426364,200,591.841977
31.038784,164,591.982978
51.193903,203,592.15748
26.935971,154,592.293384
46.547344,183,593.38494
49.233184,190,593.517468
39.407667,176,593.640793
48.640019,189,593.782262
38.757378,174,593.902539
44.807315,185,594.030421
54.057951,198,594.179531
67.715731,305,594.393738
23.087405,148,594.499996
44.120041,190,594.656018
46.842204,183,594.791749
44.431977,184,596.020493
67.491786,291,596.25031
41.656718,176,596.38307
48.466432,188,596.516074
53.930504,197,596.665662
40.127816,178,596.791289
53.134574,198,596.930236
65.700075,261,597.120706
59.348429,228,597.288503
58.533133,260,598.454447
32.135466,170,598.58918
53.183462,193,598.739312
50.901458,186,598.872046
53.563201,209,599.019215
46.570002,193,599.155483
19.812962,160,599.279104
53.741051,217,599.457862
40.932528,174,599.592725
48.146771,186,599.734315
58.062737,244,599.944496
21.606889,165,601.029375
54.486589,199,601.170535
32.469888,178,601.295051
48.43848,191,601.432269
45.983442,183,601.559298
51.737523,198,601.700589
62.361169,220,601.854426
40.38064,170,601.974486
48.807732,191,602.107662
71.065607,309,602.332192
27.430624,161,603.398698
44.787621,192,603.534979
54.967025,231,603.704201
49.028832,193,603.845639
58.141791,219,604.002579
39.737765,175,604.128632
39.435342,174,604.254598
60.773829,251,604.427635
37.255132,172,604.550042
43.984656,174,604.675987
52.673476,263,605.762204
56.2366,245,605.936895
52.237974,195,606.073876
41.581258,172,606.207663
53.586334,194,606.346041
64.455451,273,606.53737
41.107154,167,606.65733
44.46749,178,606.785576
46.786552,211,606.937188
64.713194,276,607.133567
54.720095,208,608.158597
70.209004,266,608.354503
37.483861,165,608.471166
63.101444,243,608.644865
43.373361,187,608.784742
52.502645,189,608.918695
67.263878,294,609.129796
57.603788,255,609.318102
28.211956,154,609.431461
50.287179,185,609.563199
53.50258,195,610.579704
51.59929,193,610.720481
24.092658,150,610.829602
53.845626,232,610.998499
42.370124,173,611.12106
56.935337,218,611.274499
48.788516,191,611.409916
42.894827,181,611.540076
46.210271,235,611.708108
43.318834,174,611.832355
42.960153,177,612.885303
50.361249,196,613.078676
26.75898,153,613.189879
49.182394,188,613.322571
46.318097,182,613.45417
44.761376,175,613.576225
43.094444,173,613.704135
41.139664,174,613.83161
55.098624,200,613.974125
51.098086,192,614.108294
34.422639,159,614.224749
35.630352,166,614.343154
49.98541,215,615.398157
49.053826,183,615.529114
48.161027,184,615.664713
31.483545,167,615.786033
63.518063,280,615.98314
65.538146,281,616.180725
12.669883,134,616.275738
51.152458,219,616.430534
42.732049,176,616.556001
48.820811,221,616.718851
35.616805,164,617.766058
47.243008,198,617.91287
47.052116,204,618.063533
40.861099,168,618.192708
30.577297,155,618.299266
38.882599,176,618.423801
42.893638,187,618.553819
51.903247,227,618.715014
59.370908,210,618.87237
58.938276,222,619.034374
59.274288,280,620.143533
70.632006,299,620.360889
77.287402,285,620.56236
51.394037,208,620.711389
44.791318,171,620.830789
49.230779,223,620.988366
50.454295,194,621.131066
83.501582,346,621.380993
66.863616,221,622.426426
54.121922,200,622.567426
47.919448,179,622.698331
19.739006,163,622.814008
25.858675,157,622.922426
44.276822,178,623.047078
49.975916,226,623.211221
46.095318,189,623.348052
47.691805,188,623.481619
15.600896,153,623.592585
42.045366,170,623.718715
56.281939,210,623.872995
53.699742,221,624.998978
42.652994,181,625.128942
42.973688,171,625.255494
61.255699,259,625.444342
50.2652,193,625.582819
52.738216,195,625.725386
53.215822,192,625.862136
48.809309,196,626.003115
12.52849,135,626.099809
56.172709,202,626.247744
58.6307,222,627.354009
62.73718,254,627.538554
63.55982,289,627.751306
31.29095,155,627.862156
60.013795,239,628.035809
31.699082,162,628.15511
43.302707,177,628.282057
41.846065,166,628.400694
70.687975,262,628.590406
28.276783,155,628.704765
42.994466,185,629.753057
53.62068,223,629.913049
53.108943,204,630.05774
37.755172,171,630.187027
42.325468,171,630.309204
65.800414,300,630.520179
42.964423,212,630.670873
50.56139,192,630.809527
42.819393,175,630.933045
55.421989,225,631.091025
50.63357,195,632.4151
45.726626,229,632.595647
46.887787,184,632.731424
46.220299,206,632.885945
39.688692,170,633.008675
46.27956,216,633.171814
48.288374,194,633.31025
47.552829,188,633.444198
45.766748,177,633.570563
50.088315,198,633.714673
54.722025,230,635.053157
53.945564,206,635.202204
50.916931,197,635.345706
45.789975,210,635.496111
45.255604,186,635.639683
27.218291,155,635.760351
37.355306,170,635.939521
54.577062,215,636.095138
44.008062,189,636.245044
64.57175,251,636.424976
28.269164,152,636.533278
52.484234,206,637.693922
45.868893,181,637.826342
47.271465,178,637.956646
30.786749,151,638.064893
48.185844,194,638.206704
52.052738,210,638.35377
36.513035,180,638.480561
46.178119,199,638.630838
54.318508,227,638.798002
43.954571,172,638.921495
63.996518,256,640.062943
17.079026,160,640.181268
26.423122,150,640.28696
35.705701,161,640.401768
42.549105,186,640.533685
43.928826,170,640.659515
59.191267,278,640.859723
45.898459,200,640.999449
50.046858,203,641.142682
53.839858,233,641.312364
45.640903,211,641.462523
30.441077,155,642.636986
44.583538,210,642.807122
43.536077,194,642.964014
31.518006,155,643.075052
27.790398,149,643.184021
56.413763,271,643.381341
51.481819,192,643.519307
47.869026,193,643.656477
38.799527,165,643.776458
52.841869,233,643.948679
36.835084,170,645.000038
44.051897,178,645.133726
47.983214,190,645.273367
45.633259,175,645.399126
41.409848,174,645.52341
46.63633,220,645.682478
51.851328,233,645.846215
49.133901,192,645.980202
38.970635,173,646.107103
49.065552,192,646.248879
42.599959,173,646.373291
47.807939,205,647.481412
58.987485,259,647.670008
47.796704,185,647.802031
42.217084,183,647.931379
51.921424,217,648.087442
37.185747,161,648.218972
47.954356,188,648.355774
48.993228,211,648.502701
51.924626,213,648.656938
48.925019,191,648.800131
23.885474,144,648.901163
58.107845,246,650.469254
44.771601,174,650.59551
59.236059,259,650.791703
44.356226,171,650.915174
64.37123,248,651.093867
48.985271,245,651.270633
48.221894,189,651.403141
44.170033,206,651.548567
39.247601,163,651.668576
54.577656,240,653.578961
45.041718,178,653.704767
56.035858,196,653.850441
47.776802,200,653.991393
55.190966,199,654.138129
46.827423,229,654.308232
54.402444,196,654.444631
44.61079,210,654.593489
48.680245,183,654.730798
48.954313,212,654.883839
54.025874,265,656.060805
55.313105,218,656.21927
42.024045,167,656.336621
48.354675,188,656.47108
50.353765,237,656.676604
49.41568,184,656.806657
56.300981,222,656.963761
47.987165,187,657.097324
46.980909,177,657.231748
47.682593,181,657.359162
37.711124,189,657.49377
45.725666,175,658.626438
42.475318,171,658.754194
53.727087,194,658.901576
49.92806,207,659.048342
36.971377,160,659.162964
51.582,234,659.330811
55.476574,259,659.515942
50.341609,188,659.653226
52.471074,221,659.813034
48.810314,188,659.94873
73.502014,311,661.18635
34.034512,167,661.305304
41.49197,198,661.446382
53.363119,254,661.625517
50.095069,210,661.77494
55.097501,233,661.936028
43.813371,190,662.072849
45.028283,186,662.209741
44.690822,169,662.328343
50.333706,227,663.426736
53.98356,200,663.571384
62.090991,283,663.787595
48.680576,198,663.929378
32.524217,153,664.038627
22.497755,173,664.167153
48.813043,213,664.320196
45.761986,205,664.46631
40.233298,172,664.589138
57.505313,273,664.788028
37.91818,161,665.857335
43.671041,181,665.986953
48.039764,184,666.124118
55.315912,207,666.277149
62.952869,265,666.46839
34.869457,158,666.578248
52.973336,199,666.720117
48.566276,211,666.866205
46.509763,220,667.021162
22.892614,176,667.145531
47.244217,191,667.285777
40.714826,165,668.297847
51.194098,196,668.442391
51.315953,196,668.583974
48.817578,186,668.719463
67.866303,247,668.89938
52.092283,213,669.048615
61.89306,227,669.215793
67.256275,281,669.414671
47.443685,203,669.561617
49.551985,219,670.605046
44.407631,172,670.731555
45.484787,174,670.857153
54.642531,203,671.004207
48.488222,194,671.141795
58.332594,218,671.299514
47.735165,195,671.436097
48.858029,178,671.557297
52.090886,189,671.697971
44.77711,178,671.825949
48.417304,199,671.96631
52.006433,223,673.008698
48.671065,183,673.139082
50.70378,212,673.291205
46.371869,176,673.417708
41.964759,188,673.55309
45.467818,174,673.67982
37.033017,162,673.808404
48.364369,188,673.943915
47.454116,228,674.106484
28.743616,149,674.222633
63.411641,256,674.398088
56.306684,200,675.557055
40.771325,182,675.690492
49.483428,189,675.827105
47.139008,203,675.971709
55.619111,194,676.110794
50.459737,198,676.254221
42.569311,196,676.390663
43.125938,180,676.516749
50.718607,183,676.649335
63.978915,253,676.833664
51.883909,184,677.834408
45.416099,172,677.95962
52.527425,200,678.098791
40.454163,176,678.231585
49.674299,203,678.373207
58.048513,212,678.520681
67.130467,263,678.707475
3.353639,106,678.785815
46.963447,187,678.920838
47.30489,203,679.077937
49.512881,180,679.211039
30.857392,150,680.2557
49.236624,182,680.387088
48.521673,189,680.521814
31.089256,149,680.628342
66.371186,293,680.840796
46.184817,188,680.970263
43.203534,170,681.088102
48.880961,192,681.231391
37.538734,170,681.353461
47.7726,179,681.479812
53.414249,240,682.60021
55.335694,195,682.743803
47.930463,180,682.873771
54.7202,198,683.014555
53.797939,211,683.166686
43.45904,171,683.289816
42.032338,192,683.426238
48.256745,200,683.566665
53.869514,186,683.702384
49.556353,180,683.836675
45.889255,178,683.963675
58.209029,236,685.050174
47.194056,177,685.178473
61.018824,233,685.344002
31.192579,154,685.457897
56.269763,197,685.598977
38.42391,168,685.723275
59.93518,222,685.880463
45.805326,173,686.002052
47.86751,227,686.163195
41.816188,169,686.283355
67.290962,284,687.377582
26.094011,141,687.479155
31.275346,155,687.592914
52.516599,201,687.741372
48.66494,187,687.875402
40.30882,161,687.991353
50.358274,199,688.132412
52.92054,196,688.275173
54.020496,198,688.414326
62.857124,241,688.585098
49.934224,217,688.752018
48.160151,177,689.809
56.647422,199,689.952534
51.4886,196,690.095288
50.128695,218,690.258754
46.810755,184,690.389911
51.249233,202,690.532842
44.208361,197,690.673258
52.260549,195,690.814446
46.145329,173,690.938173
48.096899,212,691.085135
48.426043,180,691.217282
41.340609,163,692.27024
43.862957,175,692.395245
46.907074,176,692.524106
28.168903,151,692.632326
56.466168,227,692.79899
60.601438,284,693.008951
37.714727,158,693.1261
58.04811,206,693.275174
47.05209,244,693.450117
75.766078,264,693.634212
36.829233,162,694.68113
49.686299,183,694.813099
60.89726,270,695.007372
54.467346,193,695.14753
49.633301,183,695.280873
49.824048,187,695.413339
45.773441,199,695.5547
60.934891,212,695.70772
46.233444,177,695.835318
39.467556,173,695.957292
42.230989,164,696.980617
42.71556,164,697.097827
40.692189,170,697.227633
67.638595,254,697.410859
48.86423,188,697.545085
41.312936,169,697.667621
59.408492,237,697.838126
51.4531,189,697.975576
47.730652,183,698.103709
45.029373,178,698.23448
60.869787,210,698.38582
30.62995,204,699.516822
69.857397,229,699.685019
52.197346,194,699.823054
49.306063,183,699.954236
47.086341,178,700.081322
48.143391,205,700.227581
42.145747,172,700.347333
49.312546,216,700.499582
41.516393,168,700.618944
57.322878,216,700.777446
49.438363,180,701.908847
54.619709,209,702.054147
57.605242,238,702.230279
44.987503,175,702.356525
38.702151,164,702.474772
40.906706,162,702.592303
49.429554,189,702.726395
48.854572,180,702.855029
43.187333,177,702.981246
42.107881,168,703.097222
37.513708,164,703.213801
35.26585,152,703.31949
46.908933,212,704.367135
44.664364,189,704.497792
58.557731,210,704.657653
48.994284,181,704.817546
48.702738,181,704.947995
51.937014,188,705.082122
45.811297,173,705.21464
50.762799,196,705.355406
59.274276,220,705.518762
98.540216,292,705.733958
37.230444,159,706.869144
78.370845,263,707.091856
46.01893,178,707.222947
43.859896,179,707.349989
43.674775,175,707.471009
75.622346,256,707.656368
54.528447,195,707.791732
54.081837,236,707.963548
40.72054,177,708.08651
51.521845,186,708.226802
61.876662,208,709.269603
45.121568,199,709.413769
48.382916,186,709.548128
42.947192,168,709.671461
46.709372,195,709.812263
44.128231,167,709.932619
125.445063,364,710.204111
86.692674,296,710.415782
27.158924,148,710.52198
47.125753,180,710.653561
73.51835,259,711.742018
39.976302,165,711.860954
48.607213,186,711.992844
43.378588,188,712.126958
62.370286,219,712.292264
59.636712,237,712.461176
46.396437,195,712.597153
128.470714,355,712.854806
55.169596,218,713.007363
26.039586,143,714.048841
81.072627,299,714.269264
45.59636,172,714.394172
50.658375,191,714.530573
44.81649,176,714.658448
45.892059,188,714.792834
51.482487,193,714.928123
40.374397,162,715.039881
52.794895,200,715.184908
29.707821,146,715.288864
50.568378,197,715.432881
47.507341,181,716.821368
59.696103,229,717.001608
44.110881,181,717.137299
44.19404,173,717.265983
49.101708,180,717.391512
56.308089,209,717.541355
52.20466,216,717.69787
47.324515,178,717.823521
52.017739,196,717.96531
56.723705,206,718.111288
25.399572,145,719.261904
57.335064,206,719.408918
62.981831,215,719.556038
46.547461,197,719.703574
41.244728,190,719.839561
63.275421,231,720.00158
54.055887,202,720.150997
55.444195,209,720.300521
59.301131,213,720.450255
44.172769,171,720.571192
40.626058,164,720.692206
50.243991,205,721.744282
137.431976,395,722.037498
59.714338,226,722.203117
75.586543,255,722.385843
55.272537,198,722.525731
52.186728,200,722.671189
136.192694,413,722.972935
98.101109,301,724.109071
47.021982,178,724.241076
52.850728,195,724.380311
49.526351,217,724.536093
41.611651,185,724.670588
44.030984,173,724.793426
